game_pk,official_date,team_id,player_id,is_starter,outs,batters_faced,hits,runs,earned_runs,home_runs,walks,hit_batsmen,strike_outs,pitches,strikes
718334,2023-05-02,158,657265,0,3,4,2,1,1,0,0,0,0,10,7
718335,2023-05-02,135,608379,1,18,24,2,0,0,0,2,1,3,100,60
718335,2023-05-02,135,607259,0,6,9,2,1,1,0,1,0,2,32,20
718335,2023-05-02,135,623352,0,3,3,0,0,0,0,0,0,1,14,11
718335,2023-05-02,135,472610,0,3,4,2,1,0,0,0,0,0,7,5
718335,2023-05-02,113,668933,1,18,25,6,1,1,0,1,0,3,95,63
718335,2023-05-02,113,608371,0,3,3,0,0,0,0,0,0,2,11,8
718335,2023-05-02,113,664139,0,3,3,0,0,0,0,0,0,0,11,7
718335,2023-05-02,113,571882,0,3,4,0,0,0,0,1,0,1,16,8
718335,2023-05-02,113,664747,0,3,4,0,0,0,0,1,0,2,18,10
718336,2023-05-02,118,642232,1,11,18,5,5,5,1,3,0,5,80,48
718336,2023-05-02,118,621016,0,4,8,3,2,2,1,1,0,1,26,16
718336,2023-05-02,118,657031,0,3,7,3,3,3,0,1,0,0,26,16
718336,2023-05-02,118,672578,0,3,6,1,0,0,0,2,0,2,23,12
718336,2023-05-02,118,664199,0,3,6,3,1,1,0,0,0,3,34,26
718336,2023-05-02,118,605130,0,3,4,0,0,0,0,1,0,3,24,13
718336,2023-05-02,110,669330,1,18,25,3,4,4,3,3,1,4,92,60
718336,2023-05-02,110,657508,0,2,5,3,3,3,1,0,0,2,18,15
718336,2023-05-02,110,672335,0,1,1,0,0,0,0,0,0,0,4,3
718336,2023-05-02,110,641329,0,3,3,0,0,0,0,0,0,3,14,9
718336,2023-05-02,110,666974,0,3,4,1,0,0,0,0,0,1,14,10
718337,2023-05-02,117,686613,1,13,20,4,2,2,0,5,0,4,96,52
718337,2023-05-02,117,657424,0,5,7,2,0,0,0,0,0,1,31,17
718337,2023-05-02,117,592773,0,3,4,0,0,0,0,1,0,1,19,12
718337,2023-05-02,117,593576,0,3,3,0,0,0,0,1,0,1,10,5
718337,2023-05-02,117,669854,0,3,5,1,0,0,0,2,0,0,29,14
718337,2023-05-02,137,543101,1,24,27,3,0,0,0,0,0,3,109,70
718337,2023-05-02,137,666808,0,3,3,0,0,0,0,0,0,1,15,9
718338,2023-05-02,138,571927,1,15,23,6,4,4,1,2,0,4,93,63
718338,2023-05-02,138,572403,0,3,6,2,1,1,0,1,0,0,23,15
718338,2023-05-02,138,608717,0,6,6,0,0,0,0,0,0,2,20,14
718338,2023-05-02,138,670871,0,3,3,0,0,0,0,0,0,2,18,10
718338,2023-05-02,108,663776,1,15,21,3,1,1,0,3,0,4,98,62
718338,2023-05-02,108,606965,0,6,5,0,0,0,0,0,0,0,17,11
718338,2023-05-02,108,519043,0,3,4,1,0,0,0,0,0,3,22,16
718338,2023-05-02,108,608032,0,3,3,0,0,0,0,0,0,2,15,10
718339,2023-05-02,147,543037,1,18,27,5,2,2,0,3,1,8,108,69
718339,2023-05-02,147,676760,0,2,3,0,0,0,0,1,0,0,10,5
718339,2023-05-02,147,593974,0,2,3,1,0,0,0,0,0,0,10,7
718339,2023-05-02,147,650633,0,5,6,0,0,0,0,1,0,3,26,16
718339,2023-05-02,114,676440,1,16,20,4,2,2,1,0,0,5,92,56
718339,2023-05-02,114,675916,0,4,6,2,1,1,1,1,0,1,22,14
718339,2023-05-02,114,669212,0,4,7,3,1,1,0,0,0,0,15,13
718340,2023-05-02,145,656629,1,18,23,1,1,1,0,5,0,7,89,51
718340,2023-05-02,145,666619,0,3,3,0,0,0,0,0,0,0,16,9
718340,2023-05-02,145,517008,0,2,4,2,1,1,1,0,0,1,20,13
718340,2023-05-02,145,641871,0,4,4,0,0,0,0,0,0,1,12,9
718340,2023-05-02,145,669424,0,3,3,0,0,0,0,0,0,2,14,9
718340,2023-05-02,142,657746,1,18,20,1,0,0,0,2,0,7,87,60
718340,2023-05-02,142,605347,0,3,6,3,2,2,1,0,0,0,15,11
718340,2023-05-02,142,643377,0,3,3,0,0,0,0,0,0,1,9,7
718340,2023-05-02,142,592779,0,3,6,0,0,0,0,3,0,0,24,11
718340,2023-05-02,142,573204,0,2,3,1,1,0,0,0,0,0,13,9
718341,2023-05-02,111,656557,1,18,27,6,6,6,1,3,0,5,96,57
718341,2023-05-02,111,670167,0,3,4,1,0,0,0,0,0,1,7,6
718341,2023-05-02,111,542947,0,3,3,0,0,0,0,0,0,0,10,7
718341,2023-05-02,111,670174,0,3,3,1,0,0,0,0,0,0,7,4
718341,2023-05-02,141,579328,1,13,22,9,5,5,2,0,1,2,93,57
718341,2023-05-02,141,647315,0,2,4,2,1,1,1,0,0,0,9,9
718341,2023-05-02,141,641835,0,2,3,2,0,0,0,0,0,0,14,9
718341,2023-05-02,141,554340,0,4,5,0,0,0,0,1,0,1,18,8
718341,2023-05-02,141,657024,0,3,4,1,1,1,1,0,0,1,14,9
718342,2023-05-02,140,592351,1,16,25,8,4,4,2,1,0,2,90,61
718342,2023-05-02,140,656271,0,4,4,0,0,0,0,0,0,0,13,7
718342,2023-05-02,140,642546,0,3,5,0,0,0,0,2,0,1,22,10
718342,2023-05-02,140,519293,0,4,6,1,0,0,0,1,0,1,26,17
718342,2023-05-02,109,668678,1,15,21,7,3,3,0,0,0,6,94,59
718342,2023-05-02,109,543518,0,3,5,2,2,2,1,0,0,1,21,13
718342,2023-05-02,109,669459,0,2,4,1,1,1,0,1,0,1,19,11
718342,2023-05-02,109,656464,0,3,4,0,0,0,0,1,0,0,17,10
718342,2023-05-02,109,605177,0,1,1,0,0,0,0,0,0,1,6,4
718344,2023-05-02,120,592866,1,16,21,4,0,0,0,1,0,4,87,55
718344,2023-05-02,120,605218,0,2,4,1,0,0,0,1,0,1,16,11
718344,2023-05-02,120,666168,0,2,4,1,1,1,1,1,0,1,17,11
718344,2023-05-02,120,640451,0,4,6,1,0,0,0,1,0,1,21,11
718344,2023-05-02,120,640448,0,3,4,1,0,0,0,0,0,1,20,15
718344,2023-05-02,112,669713,1,18,23,5,1,1,0,0,0,2,78,51
718344,2023-05-02,112,624522,0,1,5,4,3,3,0,0,0,0,21,14
718344,2023-05-02,112,621074,0,2,2,0,0,0,0,0,0,0,4,3
718344,2023-05-02,112,669093,0,3,3,0,0,0,0,0,0,1,9,7
718346,2023-05-02,146,645261,1,15,25,6,3,3,1,3,2,5,103,69
718346,2023-05-02,146,598264,0,3,4,1,0,0,0,1,0,1,19,10
718346,2023-05-02,146,595345,0,3,3,0,0,0,0,0,0,2,12,10
718346,2023-05-02,146,629498,0,2,8,1,3,3,0,5,0,0,32,9
718346,2023-05-02,146,677053,0,4,4,1,0,0,0,0,0,2,15,11
718346,2023-05-02,144,693821,1,21,23,3,0,0,0,0,0,6,96,64
718346,2023-05-02,144,489446,0,3,5,0,0,0,0,2,0,2,28,15
718346,2023-05-02,144,641729,0,3,4,1,0,0,0,0,0,1,12,10
718347,2023-05-02,139,642770,1,2,4,0,0,0,0,2,0,0,19,7
718347,2023-05-02,139,676596,0,10,15,2,1,1,0,3,0,1,58,33
718347,2023-05-02,139,621363,0,3,4,1,0,0,0,0,0,1,13,8
718347,2023-05-02,139,657044,0,3,5,1,0,0,0,0,1,2,22,11
718347,2023-05-02,139,656222,0,3,4,0,0,0,0,1,0,0,16,9
718347,2023-05-02,139,687330,0,3,3,0,0,0,0,0,0,1,13,8
718347,2023-05-02,139,592094,0,3,4,1,0,0,0,0,0,3,18,10
718347,2023-05-02,134,672710,1,16,24,6,4,4,1,4,0,3,99,62
718347,2023-05-02,134,664294,0,5,6,0,0,0,0,2,0,2,24,14
718347,2023-05-02,134,670990,0,3,4,0,0,0,0,1,0,0,15,7
718314,2023-05-03,118,425844,1,15,17,3,0,0,0,0,0,3,44,33
718314,2023-05-03,118,664199,0,3,4,1,0,0,0,0,0,2,17,14
718314,2023-05-03,118,547973,0,3,3,1,0,0,0,0,0,0,6,5
718314,2023-05-03,118,607237,0,3,4,0,0,0,0,1,0,1,18,9
718314,2023-05-03,118,622251,0,3,4,1,0,0,0,0,0,0,17,9
718314,2023-05-03,110,502043,1,20,28,10,6,6,1,0,0,0,74,49
718314,2023-05-03,110,669211,0,4,7,3,0,0,0,0,0,0,26,21
718315,2023-05-03,115,607536,1,15,16,3,0,0,0,0,0,5,62,39
718315,2023-05-03,115,608718,0,3,4,1,0,0,0,0,0,1,20,13
718315,2023-05-03,115,453268,0,2,4,1,0,0,0,0,1,0,20,15
718315,2023-05-03,115,664875,0,4,5,0,0,0,0,1,0,0,19,11
718315,2023-05-03,115,659275,0,1,4,0,1,1,0,3,0,0,19,5
718315,2023-05-03,115,656234,0,2,2,0,0,0,0,0,0,0,4,3
718315,2023-05-03,158,641778,1,14,22,4,4,0,0,4,0,6,84,48
718315,2023-05-03,158,665625,0,4,5,1,0,0,0,0,0,1,16,11
718315,2023-05-03,158,571948,0,1,3,2,2,2,1,0,0,0,12,6
718315,2023-05-03,158,664776,0,5,8,3,1,1,1,1,0,1,33,16
718319,2023-05-03,133,676664,1,18,23,4,0,0,0,2,0,7,97,66
718319,2023-05-03,133,642758,0,3,5,2,1,1,0,0,0,0,13,10
718319,2023-05-03,133,594580,0,2,3,1,0,0,0,1,0,0,10,5
718319,2023-05-03,133,667427,0,4,5,1,1,1,1,0,0,1,27,19
718319,2023-05-03,133,670124,0,2,8,3,5,4,1,3,0,2,36,14
718319,2023-05-03,133,669674,0,1,1,0,0,0,0,0,0,0,6,4
718319,2023-05-03,136,669302,1,18,22,3,2,2,0,2,0,6,89,51
718319,2023-05-03,136,642100,0,2,3,1,0,0,0,0,0,0,7,6
718319,2023-05-03,136,682171,0,2,3,1,0,0,0,0,0,1,8,7
718319,2023-05-03,136,666374,0,5,5,1,0,0,0,0,0,2,16,11
718319,2023-05-03,136,641627,0,3,3,0,0,0,0,0,0,2,11,10
718320,2023-05-03,138,571945,1,17,25,8,3,3,1,0,1,5,103,67
718320,2023-05-03,138,663855,0,3,6,1,0,0,0,2,0,1,23,13
718320,2023-05-03,138,664854,0,4,4,0,0,0,0,0,0,2,10,9
718320,2023-05-03,138,606149,0,3,6,4,3,3,2,0,0,0,17,11
718320,2023-05-03,108,660271,1,15,22,5,4,4,2,1,1,13,97,63
718320,2023-05-03,108,681217,0,6,6,0,0,0,0,0,0,0,17,11
718320,2023-05-03,108,572193,0,3,5,2,0,0,0,0,0,2,18,12
718320,2023-05-03,108,608032,0,3,3,0,0,0,0,0,0,2,12,9
718321,2023-05-03,146,666129,1,13,28,14,11,11,4,2,0,3,85,57
718321,2023-05-03,146,656970,0,11,15,3,3,3,2,0,1,2,47,34
718321,2023-05-03,146,607732,0,3,3,1,0,0,0,0,0,1,8,7
718321,2023-05-03,144,657140,1,6,14,6,4,3,0,1,0,3,55,34
718321,2023-05-03,144,543521,0,9,10,3,0,0,0,0,0,1,41,28
718321,2023-05-03,144,445926,0,3,5,1,0,0,0,1,0,1,26,14
718321,2023-05-03,144,669276,0,3,5,2,2,2,1,0,0,2,16,14
718321,2023-05-03,144,489446,0,3,3,0,0,0,0,0,0,3,17,11
718321,2023-05-03,144,621345,0,3,3,0,0,0,0,0,0,1,13,10
718322,2023-05-03,145,656302,1,15,23,5,4,4,1,4,0,6,98,56
718322,2023-05-03,145,607481,0,2,3,0,0,0,0,1,0,1,16,10
718322,2023-05-03,145,666619,0,4,6,3,0,0,0,0,0,1,21,15
718322,2023-05-03,145,608665,0,3,3,0,0,0,0,0,0,1,10,8
718322,2023-05-03,145,641871,0,3,4,0,0,0,0,1,0,3,23,16
718322,2023-05-03,142,686973,1,14,22,7,4,4,1,2,0,6,87,59
718322,2023-05-03,142,641941,0,4,5,1,0,0,0,0,0,2,18,12
718322,2023-05-03,142,643377,0,3,6,3,1,1,0,1,0,0,15,9
718322,2023-05-03,142,663558,0,3,4,1,1,1,0,0,0,0,9,7
718323,2023-05-03,111,601713,1,18,24,6,3,3,2,1,0,6,94,62
718323,2023-05-03,111,455119,0,3,3,0,0,0,0,0,0,2,13,9
718323,2023-05-03,111,676710,0,4,6,1,0,0,0,1,0,0,33,23
718323,2023-05-03,111,518489,0,2,2,0,0,0,0,0,0,0,5,4
718323,2023-05-03,141,666201,1,15,26,8,5,2,0,1,1,3,103,63
718323,2023-05-03,141,542914,0,1,4,3,1,1,0,0,0,0,7,5
718323,2023-05-03,141,670950,0,4,9,2,1,1,0,3,0,2,37,18
718323,2023-05-03,141,663878,0,4,6,2,1,0,0,0,0,1,28,17
718324,2023-05-03,147,657376,1,13,21,6,2,0,0,2,0,4,79,52
718324,2023-05-03,147,641656,0,5,4,0,0,0,0,0,0,2,16,12
718324,2023-05-03,147,622772,0,3,4,1,0,0,0,0,0,0,17,9
718324,2023-05-03,147,676760,0,5,5,0,0,0,0,0,0,2,23,17
718324,2023-05-03,147,605280,0,1,3,2,1,1,0,0,0,0,9,6
718324,2023-05-03,147,656061,0,3,3,0,0,0,0,1,0,1,4,4
718324,2023-05-03,114,669456,1,24,29,5,2,2,2,1,0,4,93,62
718324,2023-05-03,114,661403,0,3,4,2,1,1,0,0,0,0,12,8
718324,2023-05-03,114,663986,0,1,3,1,1,0,0,1,0,0,10,6
718325,2023-05-03,140,571760,1,14,22,4,6,6,3,4,0,5,92,49
718325,2023-05-03,140,622250,0,4,7,2,3,3,0,1,0,1,28,17
718325,2023-05-03,140,600917,0,1,4,1,2,2,0,2,0,0,14,4
718325,2023-05-03,140,453178,0,5,7,2,1,1,1,0,0,2,44,30
718325,2023-05-03,140,666720,0,3,4,1,0,0,0,0,0,0,16,11
718325,2023-05-03,109,694297,1,14,23,9,7,7,4,1,0,3,87,55
718325,2023-05-03,109,614179,0,3,5,1,0,0,0,1,0,2,20,9
718325,2023-05-03,109,573009,0,4,4,0,0,0,0,0,0,1,20,13
718325,2023-05-03,109,612434,0,3,5,1,0,0,0,1,0,1,17,11
718325,2023-05-03,109,605177,0,3,5,1,0,0,0,0,0,3,19,14
718326,2023-05-03,117,664285,1,18,22,5,2,2,0,2,0,8,90,53
718326,2023-05-03,117,664208,0,3,5,1,1,1,0,0,1,1,12,8
718326,2023-05-03,117,661527,0,3,3,0,0,0,0,0,0,1,13,9
718326,2023-05-03,117,650556,0,3,4,1,1,1,1,0,0,2,16,11
718326,2023-05-03,137,657277,1,23,29,5,2,2,1,2,0,5,102,63
718326,2023-05-03,137,518397,0,1,1,0,0,0,0,0,0,1,3,3
718326,2023-05-03,137,666808,0,3,4,0,0,0,0,1,0,1,16,9
718327,2023-05-03,119,694813,1,12,23,8,5,4,0,2,0,1,77,47
718327,2023-05-03,119,624647,0,5,5,0,0,0,0,0,1,2,20,11
718327,2023-05-03,119,622075,0,4,5,0,0,0,0,1,0,2,26,16
718327,2023-05-03,119,657571,0,4,4,0,0,0,0,0,0,1,10,10
718327,2023-05-03,119,660813,0,2,5,2,1,1,0,1,0,1,23,14
718327,2023-05-03,143,605400,1,19,27,7,4,4,1,0,1,5,98,64
718327,2023-05-03,143,622554,0,2,3,0,0,0,0,1,0,1,13,6
718327,2023-05-03,143,621237,0,3,5,2,2,0,0,0,0,0,17,11
718327,2023-05-03,143,518886,0,1,5,2,4,4,1,2,0,1,17,8
718328,2023-05-03,139,663556,1,18,25,5,1,1,1,2,0,9,93,62
718328,2023-05-03,139,502624,0,9,11,2,0,0,0,0,0,2,43,30
718328,2023-05-03,134,656605,1,15,23,5,5,1,0,1,0,8,100,72
718328,2023-05-03,134,669796,0,3,5,1,1,1,1,1,0,2,21,13
718328,2023-05-03,134,675989,0,6,10,4,2,2,1,0,0,3,39,24
718329,2023-05-03,116,547179,1,21,26,4,1,1,0,2,0,1,96,67
718329,2023-05-03,116,663947,0,3,4,1,0,0,0,0,0,0,13,8
718329,2023-05-03,116,671345,0,3,3,0,0,0,0,0,0,1,8,6
718329,2023-05-03,121,453286,1,10,19,8,6,6,2,1,0,3,75,53
718329,2023-05-03,121,669105,0,5,5,1,0,0,0,0,0,0,10,8
718329,2023-05-03,121,676130,0,7,9,1,1,1,0,1,0,2,42,25
718329,2023-05-03,121,595928,0,2,4,2,1,1,0,0,0,0,13,8
718330,2023-05-03,135,607625,1,18,25,7,1,1,1,2,0,5,97,64
718330,2023-05-03,135,641703,0,3,4,1,0,0,0,0,0,0,25,15
718330,2023-05-03,135,657612,0,3,3,0,0,0,0,0,0,0,5,3
718330,2023-05-03,135,676680,0,3,3,0,0,0,0,0,0,0,18,13
718330,2023-05-03,113,570666,1,10,16,4,3,3,0,3,0,2,71,37
718330,2023-05-03,113,622065,0,2,5,2,1,1,1,1,0,0,15,8
718330,2023-05-03,113,571656,0,4,4,0,0,0,0,0,0,0,21,14
718330,2023-05-03,113,665665,0,1,3,2,2,2,0,0,0,0,9,7
718330,2023-05-03,113,668984,0,2,6,2,1,1,0,2,0,1,33,20
718330,2023-05-03,113,571882,0,2,3,0,0,0,0,1,0,1,16,9
718330,2023-05-03,113,664139,0,3,3,0,0,0,0,0,0,1,18,12
718333,2023-05-03,120,663623,1,13,19,2,1,1,0,4,1,3,81,45
718333,2023-05-03,120,600921,0,5,5,1,0,0,0,0,0,2,16,13
718333,2023-05-03,120,605218,0,3,3,0,0,0,0,1,0,1,15,7
718333,2023-05-03,120,640451,0,3,4,1,0,0,0,0,0,2,14,13
718333,2023-05-03,120,640448,0,3,4,2,0,0,0,0,0,0,10,7
718333,2023-05-03,112,573186,1,18,24,5,1,1,0,3,0,5,92,59
718333,2023-05-03,112,640470,0,2,4,3,1,1,0,0,0,0,17,10
718333,2023-05-03,112,643410,0,4,4,0,0,0,0,0,0,2,16,9
718348,2023-05-03,116,666214,1,18,26,9,5,5,3,1,0,2,83,58
718348,2023-05-03,116,676684,0,5,6,1,0,0,0,0,0,2,23,14
718348,2023-05-03,116,641302,0,1,1,0,0,0,0,0,0,0,1,1
718348,2023-05-03,116,656638,0,3,4,0,0,0,0,1,0,1,17,11
718348,2023-05-03,121,664192,1,12,17,5,4,4,2,0,0,1,46,31
718348,2023-05-03,121,642231,0,9,9,0,0,0,0,0,0,3,36,23
718348,2023-05-03,121,493603,0,3,6,2,2,2,0,0,1,2,24,14
718348,2023-05-03,116,666214,1,18,26,9,5,5,3,1,0,2,83,58
718348,2023-05-03,116,676684,0,5,6,1,0,0,0,0,0,2,23,14
718348,2023-05-03,116,641302,0,1,1,0,0,0,0,0,0,0,1,1
718348,2023-05-03,116,656638,0,3,4,0,0,0,0,1,0,1,17,11
718348,2023-05-03,121,664192,1,12,17,5,4,4,2,0,0,1,46,31
718348,2023-05-03,121,642231,0,9,9,0,0,0,0,0,0,3,36,23
718348,2023-05-03,121,493603,0,3,6,2,2,2,0,0,1,2,24,14
718304,2023-05-04,133,607968,1,11,19,4,5,5,1,5,0,3,77,44
718304,2023-05-04,133,643493,0,3,5,0,0,0,0,2,0,0,22,12
718304,2023-05-04,133,669674,0,4,6,2,0,0,0,0,0,2,26,18
718304,2023-05-04,133,607359,0,3,3,0,0,0,0,0,0,1,17,12
718304,2023-05-04,133,663992,0,3,3,0,0,0,0,0,0,0,14,8
718304,2023-05-04,133,670329,0,3,4,1,0,0,0,0,0,0,11,7
718304,2023-05-04,136,669923,1,21,28,7,3,3,1,1,0,2,98,72
718304,2023-05-04,136,623437,0,3,4,1,0,0,0,0,0,1,15,11
718304,2023-05-04,136,623149,0,3,3,0,0,0,0,0,0,1,10,7
718308,2023-05-04,146,666200,1,17,27,7,4,3,1,3,0,5,106,68
718308,2023-05-04,146,623211,0,4,6,2,0,0,0,0,0,4,31,21
718308,2023-05-04,146,571670,0,3,3,0,0,0,0,0,0,1,13,10
718308,2023-05-04,146,640462,0,2,6,3,2,2,1,1,0,1,20,13
718308,2023-05-04,146,595345,0,1,1,0,0,0,0,0,0,0,3,2
718308,2023-05-04,144,689266,1,18,28,8,3,3,1,3,0,1,85,63
718308,2023-05-04,144,543859,0,3,3,1,0,0,0,0,0,0,11,10
718308,2023-05-04,144,623433,0,3,3,0,0,0,0,0,0,0,12,7
718308,2023-05-04,144,621345,0,3,4,1,0,0,0,0,0,2,18,11
718309,2023-05-04,139,621107,1,21,23,3,0,0,0,0,0,10,80,59
718309,2023-05-04,139,657044,0,3,3,0,0,0,0,0,0,0,8,4
718309,2023-05-04,139,592094,0,3,7,1,2,0,0,1,1,3,25,17
718309,2023-05-04,134,592826,1,9,11,2,1,1,1,1,0,2,54,37
718309,2023-05-04,134,669796,0,3,5,2,1,1,1,0,0,1,21,15
718309,2023-05-04,134,621249,0,6,7,0,0,0,0,2,0,1,32,15
718309,2023-05-04,134,670059,0,3,3,0,0,0,0,0,0,3,9,9
718309,2023-05-04,134,596112,0,3,4,1,1,1,1,1,0,1,16,9
718310,2023-05-04,145,608337,1,21,27,2,1,1,1,3,0,7,101,65
718310,2023-05-04,145,625643,0,3,4,1,1,1,1,0,0,1,13,9
718310,2023-05-04,145,608665,0,3,4,0,0,0,0,1,0,2,14,7
718310,2023-05-04,145,669424,0,3,3,0,0,0,0,1,0,0,11,5
718310,2023-05-04,145,607481,0,3,3,0,0,0,0,0,0,3,16,11
718310,2023-05-04,145,517008,0,1,3,0,3,1,0,1,0,0,11,6
718310,2023-05-04,145,671111,0,2,6,2,2,2,0,2,0,2,31,17
718310,2023-05-04,142,641154,1,21,28,6,2,2,1,1,0,8,101,70
718310,2023-05-04,142,661395,0,3,5,0,0,0,0,2,0,0,16,9
718310,2023-05-04,142,605347,0,3,5,0,0,0,0,2,0,0,16,9
718310,2023-05-04,142,592779,0,3,5,0,0,0,0,2,0,3,16,12
718310,2023-05-04,142,641941,0,3,4,0,0,0,0,1,0,2,20,13
718310,2023-05-04,142,663558,0,3,3,1,1,0,0,0,0,1,15,9
718311,2023-05-04,138,656427,1,7,17,9,10,10,1,1,1,3,74,42
718311,2023-05-04,138,663765,0,5,10,4,1,0,0,1,0,0,31,19
718311,2023-05-04,138,608717,0,6,6,1,0,0,0,0,0,3,28,18
718311,2023-05-04,138,668941,0,4,5,1,0,0,0,0,0,1,24,11
718311,2023-05-04,138,572403,0,5,7,1,0,0,0,1,0,1,23,18
718311,2023-05-04,108,656288,1,15,24,6,5,5,1,3,0,3,88,56
718311,2023-05-04,108,571901,0,2,5,2,2,2,0,1,0,0,25,15
718311,2023-05-04,108,606965,0,4,4,0,0,0,0,0,0,1,17,11
718311,2023-05-04,108,656353,0,3,5,2,0,0,0,0,0,1,18,13
718311,2023-05-04,108,519043,0,3,3,0,0,0,0,0,0,0,12,8
718312,2023-05-04,118,543475,1,15,25,6,8,6,2,2,1,3,102,63
718312,2023-05-04,118,680735,0,6,7,0,0,0,0,1,0,1,18,12
718312,2023-05-04,118,547973,0,1,5,1,2,2,0,3,0,0,21,8
718312,2023-05-04,118,607237,0,3,7,3,3,3,0,2,0,1,26,15
718312,2023-05-04,118,622251,0,2,3,0,0,0,0,1,0,1,15,8
718312,2023-05-04,110,680570,1,11,19,8,6,6,3,1,0,3,77,47
718312,2023-05-04,110,672335,0,4,7,3,1,1,0,0,0,0,20,14
718312,2023-05-04,110,641329,0,1,4,1,0,0,0,2,0,0,18,11
718312,2023-05-04,110,543056,0,2,5,2,2,2,0,1,0,2,21,11
718312,2023-05-04,110,666974,0,6,6,1,0,0,0,0,0,3,32,22
718312,2023-05-04,110,642585,0,3,6,1,1,1,0,2,0,3,32,17
718313,2023-05-04,115,657756,1,15,20,7,3,3,3,0,0,1,75,49
718313,2023-05-04,115,683232,0,6,9,3,1,1,0,0,0,4,29,22
718313,2023-05-04,115,543272,0,3,4,1,0,0,0,0,0,1,20,12
718313,2023-05-04,115,572955,0,3,6,2,2,2,0,1,0,1,31,17
718313,2023-05-04,158,489119,1,18,25,6,3,3,0,2,0,2,90,59
718313,2023-05-04,158,606303,0,3,4,1,1,1,0,0,0,1,21,11
718313,2023-05-04,158,657265,0,1,6,3,5,5,0,1,1,1,27,15
718313,2023-05-04,158,668338,0,2,3,1,0,0,0,0,0,0,12,7
718316,2023-05-04,111,678394,1,15,23,6,4,2,1,1,0,5,87,54
718316,2023-05-04,111,657514,0,4,5,0,0,0,0,1,0,0,18,9
718316,2023-05-04,111,670167,0,5,5,1,0,0,0,0,0,3,16,14
718316,2023-05-04,111,518489,0,3,6,2,1,1,0,1,0,1,20,13
718316,2023-05-04,141,592332,1,10,21,10,8,8,1,1,0,4,88,51
718316,2023-05-04,141,641835,0,5,8,3,0,0,0,0,0,1,29,21
718316,2023-05-04,141,657024,0,3,4,1,0,0,0,0,0,0,14,11
718316,2023-05-04,141,542914,0,3,3,0,0,0,0,0,0,1,9,8
718316,2023-05-04,141,647315,0,2,5,2,3,3,1,1,0,1,14,7
718316,2023-05-04,141,554340,0,1,1,0,0,0,0,0,0,0,5,3
718317,2023-05-04,120,571578,1,21,24,3,2,2,0,0,0,6,80,57
718317,2023-05-04,120,640451,0,3,5,2,1,1,0,0,0,1,20,15
718317,2023-05-04,120,640448,0,3,5,1,0,0,0,1,0,2,20,13
718317,2023-05-04,112,592791,1,9,12,3,3,3,1,0,0,4,42,30
718317,2023-05-04,112,665871,0,15,15,2,0,0,0,0,0,1,50,33
718317,2023-05-04,112,502202,0,0,1,1,1,1,1,0,0,0,1,1
718318,2023-05-04,116,593958,1,24,26,2,0,0,0,1,0,9,102,70
718318,2023-05-04,116,656638,0,3,3,1,0,0,0,0,0,2,13,7
718318,2023-05-04,121,434378,1,15,20,5,2,2,2,1,0,5,79,52
718318,2023-05-04,121,656257,0,3,4,0,0,0,0,0,1,1,19,10
718318,2023-05-04,121,608678,0,3,3,0,0,0,0,0,0,1,11,8
718318,2023-05-04,121,622098,0,3,4,0,0,0,0,0,1,1,21,13
718292,2023-05-05,138,656756,1,18,25,6,2,2,1,1,0,6,89,60
718292,2023-05-05,138,663855,0,2,6,1,3,3,0,2,1,1,26,14
718292,2023-05-05,138,606149,0,2,3,1,0,0,0,0,0,0,11,8
718292,2023-05-05,138,650893,0,3,4,0,0,0,0,1,0,1,17,10
718292,2023-05-05,138,664854,0,2,3,1,0,0,0,0,0,1,16,10
718292,2023-05-05,116,571510,1,18,24,4,3,1,1,0,0,6,87,60
718292,2023-05-05,116,542585,0,2,5,3,0,0,0,0,0,2,15,12
718292,2023-05-05,116,671345,0,3,6,4,1,1,0,0,0,0,22,13
718292,2023-05-05,116,669438,0,1,2,0,0,0,0,1,0,1,17,10
718292,2023-05-05,116,656638,0,3,4,1,0,0,0,0,0,3,22,15
718293,2023-05-05,137,640455,1,15,22,6,4,3,0,2,0,6,91,63
718293,2023-05-05,137,605154,0,3,3,0,0,0,0,0,0,2,17,13
718293,2023-05-05,137,643511,0,6,7,1,0,0,0,0,0,2,33,24
718293,2023-05-05,137,666808,0,3,4,0,0,0,0,1,0,2,17,9
718293,2023-05-05,158,669203,1,18,25,4,5,2,1,3,0,5,94,56
718293,2023-05-05,158,669060,0,3,5,0,0,0,0,2,0,1,18,7
718293,2023-05-05,158,571948,0,1,3,1,1,1,1,1,0,0,17,8
718293,2023-05-05,158,665625,0,2,2,0,0,0,0,0,0,2,11,6
718294,2023-05-05,108,542881,1,15,27,5,3,2,0,5,1,6,103,63
718294,2023-05-05,108,642545,0,12,16,3,1,0,0,0,0,3,58,37
718294,2023-05-05,108,608032,0,3,4,0,0,0,0,1,0,2,19,10
718294,2023-05-05,140,641540,1,15,18,2,0,0,0,1,0,3,72,47
718294,2023-05-05,140,656271,0,6,7,1,0,0,0,0,0,0,21,14
718294,2023-05-05,140,642546,0,3,5,2,1,1,0,0,0,0,18,11
718294,2023-05-05,140,519293,0,4,9,4,4,3,0,1,0,0,27,20
718294,2023-05-05,140,622250,0,0,0,0,0,0,0,0,0,0,1,0
718295,2023-05-05,135,506433,1,20,24,4,2,1,0,1,0,6,94,60
