event_id,game_pk,official_date,season,market,close_point,close_prob,close_books,outcome,model_prob_gbm,model_prob_glm,model_prob_ensemble
1ef9920ad0baa44e8f84e21e1d60e96a,662493,2022-06-29,2022,totals,9.5,0.4782608695652174,11,1.0,0.4533833856633113,0.5252225173236027,0.48930295149345704
1f00885aa5b647da030ae3ea96af01ed,633886,2021-06-05,2021,totals,7.5,0.4782608695652174,10,0.0,,,
1f06ca9662d942979a22c92c5919604c,717047,2023-08-11,2023,totals,8.0,0.5,14,1.0,0.6086419563852397,0.532711396944605,0.5706766766649223
1f080c35fd8bcb0a93118db018cdde84,717677,2023-06-21,2023,totals,8.0,0.4897420901684435,14,1.0,0.3079370689225655,0.42590248507998346,0.3669197770012745
1f0b97e011aeae734603c10da5fc54e5,745620,2024-08-19,2024,totals,7.5,0.4837133166894343,10,0.0,0.5086734095795014,0.5087807811228987,0.5087270953512
1f122b29d0fc13490f1cd15a97f99387,717195,2023-07-30,2023,totals,9.0,0.4763948497854076,9,0.0,0.3818332914971616,0.5116431193894496,0.4467382054433056
1f1ff002c6496be785b798ebdd4a9182,716622,2023-09-11,2023,totals,9.5,0.5108342361863488,15,1.0,0.45440105417855287,0.4926067511168456,0.47350390264769926
1f29281dc6fbdb7d0d0f8b485b87104f,632392,2021-09-22,2021,totals,9.5,0.4838389932770212,10,1.0,,,
1f30d32a30722bbb8880bdcf0947b00f,662237,2022-04-14,2022,totals,7.5,0.5108342361863488,11,1.0,0.2938231602337079,0.4531972657366788,0.3735102129851934
1f36ecb298c7af2c79817023e25f6a07,745155,2024-07-10,2024,totals,9.0,0.4782608695652174,9,1.0,0.5116227199394499,0.5043229255830238,0.5079728227612368
1f3fbf3bd85db9d818368ed6401229db,718145,2023-05-16,2023,totals,12.5,0.5,18,0.0,0.33247572496511857,0.4133976129070989,0.3729366689361088
1f460c00777eb0712be2a154a5bca0fa,716791,2023-08-29,2023,totals,12.0,0.5108342361863488,15,0.0,0.25371889292903355,0.5462097720778534,0.39996433250344343
1f50d58d6f71a2e6b93c5d7919f49d75,663245,2022-07-05,2022,totals,9.0,0.4950715927209406,18,1.0,0.32245717562334536,0.3705571982458524,0.3465071869345989
1f53638d4c96e0d784f21c144bdf14cc,716627,2023-09-11,2023,totals,8.5,0.519890426522196,14,0.0,0.5059741726924474,0.31942828742991125,0.4127012300611793
1f5698d8d45dd0ec0ebf1d977b84d173,632299,2021-09-29,2021,totals,7.5,0.4792185405094809,12,0.0,,,
1f5bf3d9a0170dc66214bc1fcb0ba131,661784,2022-08-28,2022,totals,8.0,0.5217391304347826,10,1.0,0.6558700190491119,0.7165248881140368,0.6861974535815744
1f66a7957aed1360731ff3574cff0014,717187,2023-07-31,2023,totals,10.0,0.5,15,0.0,0.4160139520620805,0.4875277118018977,0.4517708319319891
1f6e68b5b344aebe8fdc13c7e6969ada,662963,2022-09-03,2022,totals,8.0,0.4782608695652174,10,0.0,0.5386126086450553,0.43875380100276234,0.4886832048239088
1f7191435f9f912772f38fd33c986fb2,662359,2022-06-22,2022,totals,7.0,0.5108342361863488,17,1.0,0.6119132841682925,0.7177836850716477,0.66484848461997
1f86b0317f4bc577e9dd080d1faba832,746012,2024-09-21,2024,totals,8.5,0.4832374337803755,6,0.0,0.5090084530626122,0.5011864602661109,0.5050974566643616
1f8fe19e46375e3d26056578084cdd2e,717389,2023-07-15,2023,totals,8.0,0.50763258897418,15,1.0,0.4800773391026922,0.4939972442519224,0.48703729167730725
1f9a2c5bce3723ffdb10450e8ee40a06,746527,2024-07-20,2024,totals,9.5,0.5195516280755264,8,0.0,0.5852606685680307,0.6041692441672516,0.5947149563676412
1fbb5c7df56d4059c0cbea1cf804a0b1,661036,2022-04-11,2022,totals,9.0,0.5,18,0.0,0.37886010186070845,0.5403993143560292,0.4596297081083688
1fc0bc7149b345407dccb2219459a676,716850,2023-08-25,2023,totals,8.5,0.52576398783574,13,1.0,0.5446367505071305,0.4738741191635734,0.509255434835352
1fd73fe4c72e09916d21f8d8ec93d1e0,717974,2023-05-29,2023,totals,8.0,0.4875838858528043,14,0.0,0.6068674857692659,0.5917229788480819,0.5992952323086739
1fd9c1b74a400dccb98a241599fb7e18,745284,2024-09-14,2024,totals,7.5,0.5108342361863488,10,1.0,0.5778191019476865,0.541070582848605,0.5594448423981457
1fdf234bef9a507987b25f7a61e08d9a,661717,2022-07-17,2022,totals,9.0,0.4901832460732984,18,0.0,0.5121703145885457,0.40796800329925986,0.46006915894390277
1fe554f2b767bcc4630f9083c108d598,661754,2022-04-11,2022,totals,9.0,0.5324675324675325,9,0.0,0.52337362821127,0.500969151930687,0.5121713900709786
